review_id,product,brand,category,rating,feedback,date,clean_feedback,sentiment,confidence_score
201,iPhone 15 Pro,iPhone,Smartphone,4,"Happy with multitasking, but not satisfied with durability.",2025-05-16,happy multitasking not satisfied durability,positive,0.275
202,Motorola Edge 40,Motorola,Smartphone,4,Very dissatisfied with the build quality.,2025-04-15,very dissatisfied build quality,positive,0.2
203,Steam Deck,Steam,Gaming Console,2,Very disappointed considering the price.,2024-06-29,very disappointed considering price,negative,-0.9750000000000001
204,Dell UltraSharp U2720Q,Dell,Monitor,5,I feel balanced about this product.,2024-10-03,balanced about product,neutral,0.0
205,Samsung Galaxy Watch 6,Samsung,Smartwatch,5,"Very happy with the sound quality, though disappointed with connectivity.",2025-05-10,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
206,LG OLED C3,LG,Television,4,"Happy with multitasking, but not satisfied with durability.",2024-10-01,happy multitasking not satisfied durability,positive,0.275
207,Amazon Fire HD 10,Amazon,Tablet,2,"I am pleased with the display, but unhappy with battery backup.",2024-03-29,pleased display unhappy battery backup,negative,-0.04999999999999999
208,Samsung Galaxy Tab S9,Samsung,Tablet,4,I am not satisfied with the battery performance.,2025-04-20,not satisfied battery performance,negative,-0.25
209,Nikon Z6 II,Nikon,Camera,5,It performs adequately for daily tasks.,2025-01-23,performs adequately daily tasks,neutral,0.0
210,Sony WH-1000XM5,Sony,Headphones,1,"Not fully satisfied, but not completely disappointed either.",2024-11-28,not fully satisfied not completely disappointed either,positive,0.4375
211,Lenovo ThinkPad X1,Lenovo,Laptop,4,Exceeded my expectations in every way.,2024-12-29,exceeded my expectations every way,neutral,0.0
212,Netgear Nighthawk AX5400,Netgear,Router,3,I regret buying this product.,2024-10-13,regret buying product,neutral,0.0
213,Crucial P5 Plus SSD,Crucial,Storage,5,The experience is average overall.,2024-10-09,experience average overall,negative,-0.075
214,Sony Alpha A7 IV,Sony,Camera,1,"It works fine, though I am neither satisfied nor dissatisfied.",2024-07-14,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
215,Nothing Phone 2,Nothing,Smartphone,2,"Happy with the performance, but disappointed with the heating issue.",2025-02-20,happy performance disappointed heating issue,positive,0.025000000000000022
216,Sony Bravia A80L,Sony,Television,5,"Satisfied with the design, but unhappy with the software.",2024-09-03,satisfied design unhappy software,negative,-0.04999999999999999
217,Nintendo Switch OLED,Nintendo,Gaming Console,4,I feel balanced about this product.,2025-05-17,balanced about product,neutral,0.0
218,Nothing Ear 2,Nothing,Earbuds,1,Worth the price and delivers good value.,2024-10-28,worth price delivers good value,positive,0.5
219,MSI Katana 15,MSI,Laptop,4,The experience is average overall.,2024-09-06,experience average overall,negative,-0.075
220,Xiaomi Pad 6,Xiaomi,Tablet,5,Very dissatisfied with the build quality.,2025-04-29,very dissatisfied build quality,positive,0.2
221,Sony Alpha A7 IV,Sony,Camera,5,Not happy with the slow charging speed.,2025-03-11,not happy slow charging speed,negative,-0.35000000000000003
222,LG UltraGear 27GP850,LG,Monitor,5,I regret buying this product.,2024-12-26,regret buying product,neutral,0.0
223,Nintendo Switch OLED,Nintendo,Gaming Console,4,Completely dissatisfied with the performance.,2024-11-09,completely dissatisfied performance,positive,0.1
224,iPad Pro 12.9,iPad,Tablet,2,Software experience is clean and responsive.,2024-07-16,software experience clean responsive,positive,0.3666666666666667
225,Amazon Fire HD 10,Amazon,Tablet,1,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-07-08,impressed speed yet not satisfied build quality,positive,0.375
226,Asus ROG Strix G16,Asus,Laptop,2,"I feel impressed by the speed, yet not satisfied with the build quality.",2025-05-10,impressed speed yet not satisfied build quality,positive,0.375
227,Samsung Galaxy Tab S9,Samsung,Tablet,5,"Satisfied with the design, but unhappy with the software.",2025-06-21,satisfied design unhappy software,negative,-0.04999999999999999
228,Apple Watch Ultra 2,Apple,Smartwatch,3,Build quality feels solid and durable.,2024-07-17,build quality feels solid durable,neutral,0.0
229,Lenovo Tab P12,Lenovo,Tablet,2,Very dissatisfied with the build quality.,2024-07-02,very dissatisfied build quality,positive,0.2
230,Xiaomi Pad 6,Xiaomi,Tablet,1,"I am satisfied with the display, but not satisfied with the battery life.",2025-06-30,satisfied display not satisfied battery life,positive,0.125
231,MacBook Air M3,MacBook,Laptop,3,Very happy with this purchase so far.,2024-02-25,very happy purchase so far,positive,0.55
232,Sony Alpha A7 IV,Sony,Camera,3,The experience is average overall.,2024-05-09,experience average overall,negative,-0.075
233,Garmin Venu 2,Garmin,Smartwatch,4,Build quality feels solid and durable.,2024-01-13,build quality feels solid durable,neutral,0.0
234,Nikon Z6 II,Nikon,Camera,3,"I am somewhat satisfied, but there is room for improvement.",2025-05-05,somewhat satisfied there room improvement,positive,0.5
235,Nothing Ear 2,Nothing,Earbuds,3,Setup process was quick and easy.,2024-02-22,setup process quick easy,positive,0.3833333333333333
236,iPad Pro 12.9,iPad,Tablet,4,Software experience is clean and responsive.,2024-03-07,software experience clean responsive,positive,0.3666666666666667
237,Apple AirPods Pro,Apple,Earbuds,4,Facing some heating issues during heavy use.,2024-02-24,facing some heating issues during heavy use,negative,-0.2
238,Dell XPS 13,Dell,Laptop,2,"Impressed with the camera, yet dissatisfied with low-light results.",2024-11-07,impressed camera yet dissatisfied lowlight results,positive,1.0
239,Nothing Phone 2,Nothing,Smartphone,2,Software experience is clean and responsive.,2025-03-02,software experience clean responsive,positive,0.3666666666666667
240,Apple Watch Ultra 2,Apple,Smartwatch,5,"I am satisfied overall, but not satisfied with the charging speed.",2024-08-19,satisfied overall not satisfied charging speed,positive,0.08333333333333333
241,Asus TUF Gaming VG27AQ,Asus,Monitor,5,I am frustrated and not satisfied at all.,2025-04-06,frustrated not satisfied all,negative,-0.475
242,Logitech MX Keys,Logitech,Keyboard,4,Not satisfied with the display brightness.,2025-03-15,not satisfied display brightness,negative,-0.25
243,Xiaomi Pad 6,Xiaomi,Tablet,5,"Not extremely satisfied, but not unhappy either.",2024-03-02,not extremely satisfied not unhappy either,positive,0.024999999999999994
244,Samsung Galaxy Watch 6,Samsung,Smartwatch,1,"Satisfied with the design, but unhappy with the software.",2024-07-31,satisfied design unhappy software,negative,-0.04999999999999999
245,Garmin Venu 2,Garmin,Smartwatch,2,Very disappointed with the overall quality.,2024-03-24,very disappointed overall quality,negative,-0.48750000000000004
246,HP Omen 16,HP,Laptop,2,Setup process was quick and easy.,2024-03-17,setup process quick easy,positive,0.3833333333333333
247,HP Omen 16,HP,Laptop,1,Not impressed with the features offered.,2025-04-06,not impressed features offered,negative,-0.5
248,Nintendo Switch OLED,Nintendo,Gaming Console,5,"I am somewhat satisfied, but there is room for improvement.",2024-10-25,somewhat satisfied there room improvement,positive,0.5
249,Google Pixel 8 Pro,Google,Smartphone,2,I am unhappy with how quickly it overheats.,2024-10-16,unhappy how quickly overheats,negative,-0.13333333333333333
250,Nintendo Switch OLED,Nintendo,Gaming Console,4,Facing some heating issues during heavy use.,2024-08-27,facing some heating issues during heavy use,negative,-0.2
251,Razer DeathAdder V2,Razer,Mouse,3,"I am satisfied overall, but not satisfied with the charging speed.",2024-07-21,satisfied overall not satisfied charging speed,positive,0.08333333333333333
252,Jabra Elite 7 Pro,Jabra,Earbuds,1,I am partially satisfied with the performance.,2024-08-18,partially satisfied performance,positive,0.5
253,Fitbit Sense 2,Fitbit,Smartwatch,2,"I am generally happy, but somewhat dissatisfied with build quality.",2024-09-29,generally happy somewhat dissatisfied build quality,positive,0.8
254,Asus RT-AX88U,Asus,Router,2,Facing some heating issues during heavy use.,2024-03-02,facing some heating issues during heavy use,negative,-0.2
255,HP Omen 16,HP,Laptop,3,I am okay with the overall experience.,2024-10-22,okay overall experience,positive,0.25
256,Nothing Ear 2,Nothing,Earbuds,1,"Overall, I feel dissatisfied with this purchase.",2024-11-07,overall dissatisfied purchase,neutral,0.0
257,Nintendo Switch OLED,Nintendo,Gaming Console,4,Completely dissatisfied with the performance.,2025-05-27,completely dissatisfied performance,positive,0.1
258,Canon EOS R6 Mark II,Canon,Camera,4,I am not satisfied with customer support.,2024-03-23,not satisfied customer support,negative,-0.25
259,Apple Watch Ultra 2,Apple,Smartwatch,1,"I feel happy using it daily, but not satisfied with long-term stability.",2025-03-18,happy using daily not satisfied longterm stability,positive,0.18333333333333335
260,LG UltraGear 27GP850,LG,Monitor,3,I am okay with the overall experience.,2024-09-13,okay overall experience,positive,0.25
261,Samsung Galaxy S24 Ultra,Samsung,Smartphone,1,Connectivity works flawlessly.,2024-01-22,connectivity works flawlessly,positive,1.0
262,Samsung Odyssey G7,Samsung,Monitor,3,I am moderately satisfied with the features.,2024-02-11,moderately satisfied features,positive,0.5
263,Samsung Odyssey G7,Samsung,Monitor,2,"I am somewhat satisfied, but there is room for improvement.",2025-06-15,somewhat satisfied there room improvement,positive,0.5
264,Fitbit Sense 2,Fitbit,Smartwatch,4,"I am generally happy, but somewhat dissatisfied with build quality.",2024-10-11,generally happy somewhat dissatisfied build quality,positive,0.8
265,Lenovo ThinkPad X1,Lenovo,Laptop,5,Very disappointed considering the price.,2025-05-18,very disappointed considering price,negative,-0.9750000000000001
266,Belkin 3-in-1 Wireless Charger,Belkin,Charger,1,"I am somewhat satisfied, but there is room for improvement.",2024-12-22,somewhat satisfied there room improvement,positive,0.5
267,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,3,Extremely disappointed with the camera results.,2024-04-17,extremely disappointed camera results,negative,-0.75
268,WD Black SN850X,WD,Storage,2,I regret buying this product.,2025-02-25,regret buying product,neutral,0.0
269,Nintendo Switch OLED,Nintendo,Gaming Console,4,I am unhappy with how quickly it overheats.,2025-02-14,unhappy how quickly overheats,negative,-0.13333333333333333
270,Asus RT-AX88U,Asus,Router,5,Very happy with this purchase so far.,2025-04-10,very happy purchase so far,positive,0.55
271,Nothing Phone 2,Nothing,Smartphone,3,Very disappointed with the overall quality.,2024-11-27,very disappointed overall quality,negative,-0.48750000000000004
272,Realme GT 5,Realme,Smartphone,4,"Very satisfied with the screen, but not happy with the speakers.",2025-06-10,very satisfied screen not happy speakers,positive,0.125
273,Asus RT-AX88U,Asus,Router,1,It performs adequately for daily tasks.,2025-04-18,performs adequately daily tasks,neutral,0.0
274,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,1,Not satisfied with the overall performance.,2025-06-14,not satisfied overall performance,negative,-0.125
275,Sennheiser Momentum 4,Sennheiser,Headphones,5,"Satisfied with the design, but unhappy with the software.",2025-05-25,satisfied design unhappy software,negative,-0.04999999999999999
276,Garmin Venu 2,Garmin,Smartwatch,4,"Satisfied with the design, but unhappy with the software.",2024-02-22,satisfied design unhappy software,negative,-0.04999999999999999
277,Acer Predator Helios 300,Acer,Laptop,3,The product is acceptable but not impressive.,2024-05-14,product acceptable not impressive,negative,-0.5
278,Razer DeathAdder V2,Razer,Mouse,3,I am not satisfied with customer support.,2025-05-11,not satisfied customer support,negative,-0.25
279,Realme GT 5,Realme,Smartphone,1,Fair performance for the price.,2024-09-02,fair performance price,positive,0.7
280,Steam Deck,Steam,Gaming Console,2,Not satisfied with the display brightness.,2024-01-15,not satisfied display brightness,negative,-0.25
281,Sony Alpha A7 IV,Sony,Camera,4,Worth the price and delivers good value.,2024-08-18,worth price delivers good value,positive,0.5
282,Samsung 970 EVO SSD,Samsung,Storage,1,"Overall, I feel dissatisfied with this purchase.",2024-04-30,overall dissatisfied purchase,neutral,0.0
283,Fitbit Sense 2,Fitbit,Smartwatch,2,"Not fully satisfied, but not completely disappointed either.",2024-10-25,not fully satisfied not completely disappointed either,positive,0.4375
284,TCL C645 QLED,TCL,Television,3,Not impressed with the features offered.,2025-05-09,not impressed features offered,negative,-0.5
285,Belkin 3-in-1 Wireless Charger,Belkin,Charger,4,I am not satisfied with the battery performance.,2025-04-12,not satisfied battery performance,negative,-0.25
286,Sony Alpha A7 IV,Sony,Camera,2,I am frustrated and not satisfied at all.,2024-07-14,frustrated not satisfied all,negative,-0.475
287,Logitech MX Keys,Logitech,Keyboard,5,I feel neutral about this purchase.,2024-05-19,neutral about purchase,neutral,0.0
288,Seagate Barracuda 2TB,Seagate,Storage,1,Completely dissatisfied with the performance.,2025-02-28,completely dissatisfied performance,positive,0.1
289,Sony WH-1000XM5,Sony,Headphones,5,Completely dissatisfied with the performance.,2024-01-03,completely dissatisfied performance,positive,0.1
290,Lenovo Tab P12,Lenovo,Tablet,3,"I am pleased with the display, but unhappy with battery backup.",2025-05-16,pleased display unhappy battery backup,negative,-0.04999999999999999
